Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01,1461.0,108.5,5.0,8.92,False,False,True,9
228,Mini Cooper Convertible S,Kochi,2017,26327,First,16.82,1998.0,189.08,4.0,35.67,False,True,False,7
229,Ford Figo Diesel,Bangalore,2015,70436,First,0.0,1498.0,99.0,5.286452057152694,3.6,False,False,True,9
230,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2,1396.0,53.5,5.0,0.85,False,False,True,17
231,Chevrolet Beat LT,Kochi,2016,60813,Second,18.6,1199.0,76.8,5.0,3.32,False,True,True,8
232,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07,1199.0,73.9,5.0,3.6,False,False,True,12
233,Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9,1248.0,74.0,5.0,6.8,False,False,True,8
234,Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0,1399.0,68.05,5.0,2.5,False,False,True,12
235,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36,2755.0,171.5,7.0,19.64,False,False,False,5
236,Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72,2199.0,194.3,7.0,7.0,False,False,False,13
237,Honda City i-VTEC V,Kolkata,2011,32572,First,17.4,1497.0,117.3,5.0,3.87,False,True,True,13
238,Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6,1197.0,81.83,5.0,6.27,False,True,True,6
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27,2143.0,167.62,5.0,18.12,False,False,False,9
240,Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44,936.0,57.6,5.0,2.65,False,False,True,11
241,Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54,1396.0,88.73,5.0,7.2,False,False,True,9
242,Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99,2494.0,100.6,7.0,14.3,False,False,True,9
243,Maruti Ertiga VDI,Chennai,2013,52000,First,20.77,1248.0,88.76,7.0,6.9,False,False,True,11
244,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8,2494.0,102.0,7.0,10.75,False,False,True,10
246,Honda City i VTEC V,Kochi,2016,33915,First,17.8,1497.0,117.3,5.0,8.09,False,True,True,8
247,BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05,1995.0,184.0,5.0,18.5,False,False,False,10
248,Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0,1120.0,70.0,5.0,4.75,False,False,True,7
249,Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09,1248.0,88.5,5.0,8.45,False,False,True,8
250,Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5,1598.0,103.6,5.0,3.5,False,False,True,12
251,Hyundai Accent CRDi,Kochi,2006,160538,First,13.1,1493.0,82.0,5.0,1.8,False,False,True,18
252,Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91,1498.0,103.6,5.0,3.7,False,False,True,10
253,Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7,1199.0,88.7,5.0,7.17,False,True,True,7
254,Hyundai i10 Era,Jaipur,2010,83000,First,19.81,1086.0,68.05,5.0,1.75,False,True,True,14
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38,1995.0,183.0,5.0,21.99,False,False,False,6
256,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68,2393.0,147.8,7.0,18.65,False,False,True,7
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7,796.0,35.0,5.0,1.85,False,True,True,13
258,Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4,1197.0,81.8,5.0,5.95,False,True,True,7
259,Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9,1197.0,82.0,5.0,3.75,False,True,True,10
260,Maruti Swift VDI,Pune,2012,120000,First,22.9,1248.0,74.0,5.0,3.75,False,False,True,12
261,Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0,1582.0,126.2,5.0,2.6,False,False,True,16
263,Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0,1197.0,80.0,5.0,2.8,False,True,True,14
264,Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57,2987.0,254.79,5.0,61.29,False,False,False,7
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8,2148.0,170.0,5.0,18.0,False,False,True,10
266,Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2,1248.0,73.94,5.0,4.35,False,False,True,10
267,Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67,1582.0,126.2,5.0,13.75,False,False,True,8
268,Maruti A-Star Vxi,Pune,2010,67000,First,19.0,998.0,66.1,5.0,2.0,False,True,True,14
269,Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64,1461.0,108.45,5.0,10.0,False,False,True,8
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8,1248.0,76.0,5.0,1.65,False,False,True,14
271,BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55,2993.0,258.0,5.0,45.77,False,False,False,7
272,Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36,1197.0,78.9,5.0,3.25,False,True,True,14
273,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8,2494.0,102.0,7.0,12.8,False,False,True,8
274,Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3,993.0,60.0,5.0,0.55,False,True,True,22
275,Maruti Swift VDI,Hyderabad,2018,31025,First,28.4,1248.0,74.0,5.0,7.15,False,False,True,6
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05,2179.0,120.0,8.0,7.0,False,False,True,11
277,Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95,1248.0,74.0,5.0,3.75,False,False,True,7
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88,999.0,123.24,5.0,8.5,False,True,True,7
279,Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4,1248.0,74.0,5.0,4.35,False,False,True,12
280,Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74,796.0,47.3,5.0,3.26,False,True,True,8
281,Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0,1497.0,118.0,5.0,4.21,False,True,True,13
282,Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07,2967.0,241.4,7.0,70.36,False,False,False,6
283,Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0,1896.0,105.0,5.0,2.95,False,False,False,15
284,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1,1591.0,121.3,5.0,4.28,False,True,True,12
285,Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8,1497.0,118.0,5.0,3.57,False,True,False,15
286,Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9,1396.0,88.8,5.0,3.11,False,False,True,11
287,Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0,1396.0,98.6,5.0,5.96,False,True,False,10
288,Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54,1598.0,103.6,5.0,4.7,False,False,True,13
289,Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4,1497.0,117.3,5.0,6.9,False,True,True,10
290,Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95,1248.0,74.0,5.0,5.25,False,False,True,6
291,BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48,1995.0,177.0,5.0,28.0,False,False,False,9
292,Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9,1061.0,67.0,5.0,1.35,False,True,True,15
293,Honda Jazz VX,Delhi,2015,62178,First,18.2,1199.0,88.7,5.0,4.85,False,True,True,9
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0,1896.0,105.0,5.0,6.7,False,False,True,12
295,Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36,1197.0,78.9,5.0,3.1,False,True,True,14
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27,2143.0,170.0,5.0,18.64,False,False,False,9
297,Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36,1197.0,78.9,5.0,2.8,False,True,True,12
298,Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68,2393.0,147.8,7.0,20.25,False,False,True,8
299,Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68,1968.0,174.33,5.0,26.78,False,False,False,9
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99,2494.0,100.6,7.0,8.26,False,False,True,14
301,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47,1198.0,73.9,5.0,3.89,False,True,True,9
302,Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92,998.0,67.1,5.0,2.1,False,True,True,13
303,Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0,1497.0,117.3,5.0,12.69,False,True,False,7
304,Tata Indigo LX,Coimbatore,2013,59138,First,17.0,1405.0,70.0,5.0,2.58,False,False,True,11
305,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68,1968.0,174.33,5.0,20.77,False,False,False,10
306,Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9,2143.0,136.0,5.0,20.26,False,False,False,9
309,Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1,998.0,67.04,5.0,4.25,False,True,False,10
310,Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9,2143.0,201.15,5.0,57.0,False,False,False,7
311,Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7,2179.0,187.7,5.0,44.0,False,False,False,7
312,Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54,1598.0,103.6,5.0,3.65,False,False,True,13
313,Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0,796.0,35.0,5.0,2.05,False,True,True,12
314,Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5,1198.0,86.8,5.0,3.13,False,True,True,12
315,Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07,2956.0,83.1,7.0,1.5,False,False,True,24
316,Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0,1248.0,75.0,5.0,2.85,False,False,True,12
317,Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9,998.0,67.1,5.0,2.65,False,True,True,12
318,Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0,2179.0,140.0,7.0,10.6,False,False,True,9
319,Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1,1396.0,70.0,5.0,1.25,False,False,True,16
320,Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02,1373.0,93.7,7.0,8.25,False,True,True,6
321,Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7,2354.0,177.6,5.0,4.45,False,True,False,13
322,Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3,1248.0,73.9,5.0,3.7,False,False,True,12
323,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8,1399.0,68.0,5.0,2.8,False,False,True,15
324,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,1.8,False,True,True,16
325,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68,1968.0,174.33,5.0,21.95,False,False,False,10
326,BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52,2993.0,313.0,4.0,49.0,False,False,False,13
327,Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75,2967.0,245.0,7.0,62.67,False,False,False,7
329,Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0,1396.0,90.0,5.0,5.5,False,False,True,12
330,Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95,1197.0,78.9,5.0,2.95,False,True,False,15
331,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0,1199.0,88.7,5.0,6.86,False,True,False,8
332,Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2,1248.0,74.0,5.0,6.15,False,False,True,9
333,Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5,1197.0,82.85,5.0,3.3,False,True,True,13
334,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47,1198.0,73.9,5.0,2.55,False,True,True,13
335,Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7,796.0,46.3,5.0,1.5,False,True,True,15
336,Toyota Corolla H4,Chennai,2004,105000,Second,11.3,1794.0,125.0,5.0,2.5,False,True,False,20
337,Maruti Alto LXi,Chennai,2006,56000,Second,19.7,796.0,46.3,5.0,1.4,False,True,True,18
338,Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12,1248.0,88.8,5.0,3.4,False,False,True,12
339,Maruti Alto LXi,Pune,2012,38000,First,19.7,796.0,46.3,5.0,2.25,False,True,True,12
340,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3,1968.0,141.0,5.0,7.5,False,False,False,11
341,Toyota Corolla H4,Kolkata,2008,80000,First,11.3,1794.0,125.0,5.0,2.8,False,True,False,16
342,Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6,1197.0,81.83,5.0,7.66,False,True,True,8
343,Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3,1248.0,88.5,5.0,7.15,False,False,True,8
344,Honda City 1.5 V MT,Delhi,2010,87430,First,17.0,1497.0,118.0,5.0,3.5,False,True,True,14
345,Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0,1248.0,75.0,5.0,3.5,False,False,True,10
346,Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8,1498.0,98.6,5.0,3.45,False,False,True,11
347,Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1,814.0,55.2,5.0,3.55,False,True,True,8
348,BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76,1995.0,190.0,5.0,25.99,False,False,False,9
349,Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32,1582.0,126.32,5.0,5.25,False,False,True,12
350,Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02,1248.0,88.8,5.0,2.9,False,False,True,11
351,Skoda Octavia RS,Jaipur,2005,100000,First,14.45,1984.0,227.0,5.0,2.05,False,True,False,19
352,Maruti Alto K10 VXI,Pune,2017,30000,First,24.07,998.0,67.1,5.0,3.75,False,True,True,7
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7,1498.0,89.84,5.0,6.75,False,False,True,10
354,Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0,995.0,62.0,5.0,0.95,False,True,True,13
355,Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33,1999.0,177.0,5.0,52.0,False,False,False,7
356,Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1,1997.0,141.1,5.0,3.91,False,True,True,17
357,Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67,1798.0,177.46,5.0,27.3,False,True,False,5
358,Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36,1197.0,78.9,5.0,2.7,False,True,True,15
359,Maruti Swift LDI,Delhi,2013,70000,First,22.9,1248.0,74.0,5.0,3.5,False,False,True,11
360,Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5,1197.0,83.14,5.0,6.2,False,True,False,8
361,Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08,1461.0,63.1,5.0,2.75,False,False,True,13
362,Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4,1248.0,74.0,5.0,3.25,False,False,True,9
363,Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8,1399.0,67.0,5.0,3.25,False,False,True,12
364,Maruti Zen LX,Kolkata,2003,65000,First,17.3,993.0,60.0,5.0,0.65,False,True,True,21
365,Mini Clubman Cooper S,Pune,2017,8350,First,13.8,1998.0,192.0,5.0,35.0,False,True,True,7
366,Toyota Etios GD,Kolkata,2014,45000,First,23.59,1364.0,67.05,5.0,3.25,False,False,True,10
367,Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7,796.0,47.3,5.0,2.9,False,True,True,6
368,Maruti Alto VXi,Bangalore,2011,11000,Third,18.9,796.0,47.0,5.0,2.9,False,True,True,13
369,BMW X5 3.0d,Bangalore,2009,90000,Second,11.0,2993.0,235.0,5.0,17.75,False,False,False,15
370,Nissan Teana XV,Mumbai,2015,74000,Second,11.07,2496.0,179.5,5.0,8.25,False,True,False,9
371,Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9,1197.0,82.0,5.0,5.77,False,True,False,9
372,Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3,1248.0,88.5,5.0,9.49,False,False,True,7
373,Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07,2967.0,241.4,7.0,12.95,False,False,False,16
374,Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9,2143.0,136.0,5.0,20.0,False,False,False,9
375,Maruti 800 AC,Chennai,2007,72000,Third,16.1,796.0,37.0,4.0,1.0,False,True,True,17
376,Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45,1461.0,83.8,5.0,7.1,False,False,True,9
377,Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43,1364.0,87.2,5.0,16.5,False,False,True,7
378,Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8,2148.0,170.0,5.0,26.0,False,False,True,10
379,Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1,1248.0,73.9,5.0,3.2,False,False,True,14
380,Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0,1497.0,117.3,7.0,9.48,False,True,False,7
381,Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4,1120.0,71.0,5.0,4.0,False,False,True,9
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21,2143.0,203.0,5.0,26.5,False,False,False,10
383,Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8,1595.0,120.7,5.0,11.77,False,True,False,10
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,15.0,2143.0,204.0,5.0,37.0,False,False,False,7
385,Honda City i VTEC VX Option,Mumbai,2016,28000,First,17.8,1497.0,117.3,5.0,8.75,False,True,True,8
387,Honda City 1.5 S MT,Chennai,2011,93982,First,17.0,1497.0,118.0,5.0,3.75,False,True,True,13
388,Hyundai Verna Transform VTVT,Pune,2010,95000,First,16.2,1599.0,103.2,5.0,2.5,False,True,True,14
389,Jaguar XE Portfolio,Mumbai,2017,9000,First,13.5,1999.0,246.74,5.0,34.5,False,True,False,7
390,Honda Amaze S i-Vtech,Delhi,2015,52516,First,18.0,1198.0,86.7,5.0,4.65,False,True,True,9
391,Mini Cooper Convertible 1.6,Bangalore,2015,20000,First,18.86,1598.0,122.0,4.0,32.0,False,True,False,9
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,First,13.5,2987.0,282.0,5.0,62.81,False,False,False,7
393,Hyundai EON Magna Plus,Chennai,2014,37000,First,21.1,814.0,55.2,5.0,3.25,False,True,True,10
394,Maruti Wagon R VXI BS IV,Kolkata,2014,17400,First,20.51,998.0,67.04,5.0,3.1,False,True,True,10
395,Maruti Ritz LDi,Coimbatore,2011,90207,First,21.1,1248.0,73.9,5.0,3.91,False,False,True,13
396,BMW 3 Series 320d Sedan,Chennai,2011,89616,First,16.07,1995.0,181.0,5.0,11.0,False,False,False,13
397,Tata Xenon XT EX 4X2,Pune,2014,85000,First,13.49,2179.0,138.03,5.0,3.5,False,False,True,10
398,Audi A3 35 TDI Attraction,Chennai,2014,79271,First,20.38,1968.0,143.0,5.0,16.5,False,False,False,10
399,Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,First,12.7,2179.0,187.7,5.0,30.0,False,False,False,12
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Second,12.0,2987.0,224.0,7.0,28.0,False,False,False,14
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,13.5,2477.0,175.56,7.0,28.0,False,False,False,6
402,Maruti Alto LX,Jaipur,2010,125000,First,19.7,796.0,46.3,5.0,0.92,False,True,True,14
403,Maruti Wagon R LXI BSIII,Pune,2013,53000,First,14.0,1061.0,64.0,5.0,2.75,False,True,True,11
404,Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,First,12.7,2179.0,187.7,5.0,53.83,False,False,False,7
405,Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Second,17.01,1591.0,121.3,5.0,4.95,False,True,True,13
406,BMW 5 Series 525d Sedan,Hyderabad,2013,56000,First,16.73,2993.0,218.0,5.0,33.5,False,False,False,11
407,Jaguar XF Diesel,Bangalore,2013,75000,First,14.74,2993.0,270.9,5.0,27.95,False,False,False,11
408,Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,First,13.7,1798.0,157.75,5.0,7.25,False,True,False,14
409,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,First,15.73,1968.0,174.33,5.0,25.71,False,False,False,7
410,Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,First,12.7,2179.0,187.7,5.0,29.67,False,False,False,10
411,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,First,14.84,2143.0,170.0,5.0,19.0,False,False,False,11
412,Mahindra Scorpio S10 4WD,Kochi,2017,28464,First,15.4,2179.0,120.0,7.0,13.05,False,False,True,7
413,BMW 3 Series Luxury Line,Mumbai,2015,41000,First,21.76,1995.0,190.0,5.0,25.5,False,False,False,9
414,Honda BR-V i-VTEC S MT,Pune,2017,9000,First,15.4,1497.0,117.3,7.0,8.5,False,True,True,7
415,Volvo S80 2006-2013 D5,Chennai,2010,92098,Second,16.0,2400.0,215.0,5.0,7.25,False,False,False,14
416,Hyundai Accent GLE,Pune,2005,5834,First,13.2,1495.0,94.0,5.0,0.8,False,True,True,19
417,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,17.19,1197.0,81.86,5.0,6.9,False,True,True,7
418,Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,11.5,2996.0,367.0,5.0,70.99,False,True,False,6
419,Hyundai EON Magna Plus,Kolkata,2015,20800,Second,21.1,814.0,55.2,5.0,2.25,False,True,True,9
420,Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,First,18.9,1197.0,81.86,5.0,5.5,False,True,True,6
421,Honda City 1.5 EXI S,Mumbai,2013,52576,First,13.0,1493.0,100.0,5.0,4.35,False,True,True,11
422,Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,First,16.47,1198.0,73.9,5.0,2.25,False,True,True,14
423,Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,15.26,1798.0,187.74,5.0,24.5,False,True,False,8
425,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,First,15.29,1591.0,121.3,5.0,12.03,False,True,True,7
426,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Second,11.74,1796.0,186.0,5.0,8.5,False,True,False,13
427,Mini Cooper Convertible S,Mumbai,2014,11900,First,16.82,1998.0,189.08,4.0,28.5,False,True,False,10
429,Toyota Etios VD,Bangalore,2013,37000,First,23.59,1364.0,67.04,5.0,5.75,False,False,True,11
430,Honda Brio S MT,Delhi,2014,30000,Second,19.4,1198.0,86.8,5.0,3.2,False,True,True,10
431,Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,First,21.4,1197.0,83.1,5.0,9.89,False,True,False,6
432,Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,First,20.0,1968.0,138.1,5.0,6.58,False,False,False,12
433,Hyundai EON Era Plus,Kochi,2018,13102,First,21.1,814.0,55.2,5.0,4.06,False,True,True,6
434,Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,First,20.37,1461.0,108.45,5.0,13.37,False,False,True,5
435,BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,First,16.2,2993.0,258.0,5.0,25.82,False,False,False,13
436,Maruti Alto 800 LXI,Kochi,2016,34267,First,22.74,796.0,47.3,5.0,3.74,False,True,True,8
437,Volvo V40 D3,Bangalore,2015,33000,Second,16.8,1984.0,150.0,5.0,22.0,False,False,False,9
438,Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,First,18.9,998.0,67.1,5.0,1.45,False,True,True,17
439,Honda City ZX GXi,Kolkata,2008,40000,First,17.7,1497.0,78.0,5.0,2.0,False,True,True,16
441,Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,First,13.7,1399.0,98.79,8.0,3.75,False,True,True,10
442,Mahindra Bolero ZLX,Coimbatore,2016,82756,First,15.96,2523.0,62.1,7.0,7.7,False,False,True,8
444,Hyundai EON D Lite,Hyderabad,2014,20600,First,21.1,814.0,55.2,5.0,2.6,False,True,True,10
445,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,First,13.0,1591.0,121.3,5.0,13.77,False,True,False,7
446,Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Second,16.09,1598.0,103.5,5.0,7.1,False,True,True,7
447,Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Second,12.9,1799.0,130.0,5.0,2.65,False,True,False,16
448,Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,First,22.3,1248.0,74.0,5.0,2.5,False,False,True,10
449,Mahindra XUV500 W8 2WD,Kochi,2013,61672,First,16.0,2179.0,140.0,7.0,7.53,False,False,True,11
450,Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,First,18.6,1197.0,81.83,5.0,7.98,False,True,True,7
451,Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Second,14.16,1968.0,174.3,5.0,39.0,False,False,False,10
452,Maruti Ritz VXi,Chennai,2011,67000,Second,18.5,1197.0,85.8,5.0,2.25,False,True,True,13
453,Mitsubishi Cedia Sports,Chennai,2010,66000,Second,13.17,1999.0,114.0,5.0,3.85,False,True,True,14
454,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,First,12.8,2494.0,102.0,7.0,13.5,False,False,True,9
455,Maruti Celerio LDi,Hyderabad,2016,80219,First,27.62,793.0,47.0,5.0,3.5,False,False,True,8
